company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Caitec Inc.,co_e7ed3d437c5a,Subordinated Debt,,12%,2%,,,,2020-11-06,2026-06-01,1750,2317,2317,7.1%,2317,,,,,,RAND,2025-05-05
Caitec Inc.,co_e7ed3d437c5a,Preferred Equity,,,,,,,2023-12-28,,,36,,,36,,,,36261,,RAND,2025-05-05
Caitec,co_e7ed3d437c5a,Other Equity,,,,,,,2020-11-06,,,150,,,150,,,,150,,RAND,2025-05-05
Caitec Inc.,co_e7ed3d437c5a,Other,,,,,,,,,,5006,4633,,5006,,,,,,RAND,2025-05-05
GoNoodle Inc.,co_aacea6e2fb71,First Lien,,12%,1%,,,,2019-11-01,2025-09-30,1500,1444,1444,2.2%,1444,,,,,,RAND,2025-05-05
GoNoodle Inc.,co_aacea6e2fb71,Preferred Equity,,,,,,,2019-11-01,,,0,0,,0,,,,,,RAND,2025-05-05
GoNoodle Inc.,co_aacea6e2fb71,Other,,,,,,,,,,1444,1444,,1444,,,,,,RAND,2025-05-05
Lumious,co_5d3a4b57918d,First Lien,,14%,,,,,2018-11-16,2025-12-01,850,790,790,1.2%,790,,,,,,RAND,2025-05-05
OnCore Golf Technology Inc.,co_9a694a686c60,Preferred Equity,Healthcare,,,,,,2018-11-30,,,753,100,0.2%,753,,,,300483,,RAND,2025-05-05
Open Exchange Inc.,co_c386136e3cd0,Preferred Equity,,,,,,,2013-11-13,,,1194,700,1.1%,1194,,,,397899,,RAND,2025-05-05
Open Exchange Inc.,co_c386136e3cd0,Other Equity,,,,,,,2019-10-22,,,208,,,208,,,,397899,,RAND,2025-05-05
Open Exchange Inc.,co_c386136e3cd0,Other,,,,,,,,,,1402,700,,1402,,,,,,RAND,2025-05-05
PostProcess Technologies Inc.,co_2f0e92e0421b,Preferred Equity,,,,,,,2019-11-01,,,349,,0%,349,,,,137054,,RAND,2025-05-05
Applied Image Inc.,co_626ef61915c4,First Lien,,10%,,,,,2021-12-31,2029-02-01,1750,1750,1750,2.7%,1750,,,,,,RAND,2025-05-05
Applied Image Inc.,co_626ef61915c4,Other,Financial Services,,,,,,,,,1750,1750,,1750,,,,,,RAND,2025-05-05
Autotality formerly Filterworks Acquisition USA LLC,co_aaf009048cf9,First Lien,,,,,,,2019-11-18,,,2987,2987,4.6%,2987,,,,,,RAND,2025-05-05
Autotality formerly Filterworks Acquisition USA,co_aaf009048cf9,Other Equity,Financial Services,,,,,,2022-06-03,,,626,,,626,,,,626.2,,RAND,2025-05-05
Autotality formerly Filterworks Acquisition USA,co_aaf009048cf9,Other Equity,Financial Services,,,,,,2022-09-30,,,139,,,139,,,,417.7,,RAND,2025-05-05
Autotality formerly Filterworks Acquisition USA LLC,co_aaf009048cf9,Other,Financial Services,,,,,,,,,3753,2987,,3753,,,,,,RAND,2025-05-05
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,,,,,,2022-11-22,,,6751,6751,10.7%,6751,,,,,,RAND,2025-05-05
BMP Food Service Supply Holdco,co_081ee2425789,Preferred Equity,Financial Services,,,,,,2022-11-22,,,498,250,,498,,,,,,RAND,2025-05-05
BMP Food Service Supply Holdco LLC,co_081ee2425789,Other,Financial Services,,,,,,,,,7248,7001,,7248,,,,,,RAND,2025-05-05
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,2021-03-04,2028-05-31,,1700,1700,3.8%,1700,,,,,,RAND,2025-05-05
BMP Swanson Holdco,co_6d3b5b8e0715,Preferred Equity,Financial Services,,,,,,2021-03-04,,,233,750,,233,,,,,,RAND,2025-05-05
BMP Swanson Holdco LLC,co_6d3b5b8e0715,Other,Financial Services,,,,,,,,,1933,2450,,1933,,,,,,RAND,2025-05-05
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,2004-01-30,,,15,1208,1.8%,15,,,,,cost_suspicious_vs_size,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,2023-07-31,2028-07-31,,3380,3380,5.2%,3380,,,,,,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,Financial Services,,10%,,,,2023-07-31,2033-07-31,,497,12,,497,,,,,,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,Other,Financial Services,,,,,,,,,3877,3392,,3877,,,,,,RAND,2025-05-05
Highland All About People Holdings Inc.,co_6fa73910faa9,First Lien,,12%,4%,,,,2023-08-07,2028-08-07,3000,3207,3207,5.8%,3207,,,,,,RAND,2025-05-05
Highland All About People Holdings Inc.,co_6fa73910faa9,Other Equity,,,,,,,2023-08-07,,,1000,600,,1000,,,,1000000,,RAND,2025-05-05
Highland All About People Holdings Inc.,co_6fa73910faa9,Other,Financial Services,,,,,,,,,4207,3807,,4207,,,,,,RAND,2025-05-05
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,,,,,2023-04-04,2028-04-04,,3372,3372,7.2%,3372,,,,,,RAND,2025-05-05
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,2023-04-04,,,1012,1300,,1012,,,,75.3,,RAND,2025-05-05
Inter-National Electronic Alloys LLC,co_710303987285,Other,Financial Services,,,,,,,,,4384,4672,,4384,,,,,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,First Lien,,14%,1%,,,,2024-10-02,2029-10-02,,2513,2513,4.4%,2513,,,,,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,Common Equity,,,,,,,2024-10-02,,,375,375,,375,,,,6375,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,Other,,,,,,,,,,2888,2888,,2888,,,,,,RAND,2025-05-05
Mountain Regional Equipment Solutions,co_5d719a698d0a,First Lien,Industrials,,,,,,2024-01-16,,,3077,2625,4%,3077,,,,,,RAND,2025-05-05
Mountain Regional Equipment Solutions,co_5d719a698d0a,Common Equity,Industrials,,,,,,2024-01-16,,,205,,,205,,,,37991,,RAND,2025-05-05
Mountain Regional Equipment Solutions,co_5d719a698d0a,Other,Industrials,,,,,,,,,3341,2625,,3341,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-11-22,2026-01-19,,6191,6191,12.6%,6191,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,2021-01-19,,,25,50,,25,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-01-19,2026-01-19,1435,1520,1520,,1520,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other Equity,,,,,,,2022-10-24,,,194,400,,194,,,,5.82,,RAND,2025-05-05
Seybert’s,co_356de4049a63,Other,,,,,,,,,,7955,8211,,7955,,,,,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2015-01-20,,,600,4560,17.6%,600,,,,,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2016-09-28,,,200,813,,200,,,,21391,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2017-09-29,,,800,2666,,800,,,,70176,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2019-03-15,,,500,584,,500,,,,15385,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2020-06-15,,,750,877,,750,,,,23077,,RAND,2025-05-05
Tilson Technology Management,co_04ab71fb578c,Other Equity,Software & Technology,,,,,,2023-02-16,,,250,1000,,250,,,,250,,RAND,2025-05-05
Tilson Technology Management Inc.,co_04ab71fb578c,Other,Software & Technology,,,,,,,,,3100,11500,,3100,,,,,,RAND,2025-05-05
ITA Acquisition LLC,co_0a929a15303f,First Lien,,,,,,,2021-06-22,,,3619,1416,3.1%,3619,,,,,,RAND,2025-05-05
ITA Acquisition LLC,co_0a929a15303f,First Lien,,,,,,,2021-06-22,,,1821,584,,1821,,,,,,RAND,2025-05-05
ITA Acquisition LLC,co_0a929a15303f,Common Equity,,,,,,,2021-06-22,,,1124,,,1124,,,,,,RAND,2025-05-05
ITA Acquisition LLC,co_0a929a15303f,Other,Financial Services,,,,,,,,,6564,2000,,6564,,,,,,RAND,2025-05-05
Autotality (formerly Filterworks Acquisition USA LLC) - thereafter 12% (+2% PIK) due March 31 2026,co_9b5848c3bdc7,Other,,12%,2%,,,,,2026-03-31,,,,,,,,,,,RAND,2025-05-05
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,16%,,,,,,2027-11-22,,,6751,,,,,,,,RAND,2025-05-05
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,,2028-05-31,,,1700,,,,,,,,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,,2028-07-31,3380,,3380,,,,,,,,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,Financial Services,,10%,,,,,2033-07-31,420,,12,,,,,,,,RAND,2025-05-05
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,,,,,,2028-04-04,3288,,3372,,,,,,,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,First Lien,,14%,1%,,,,,2029-10-02,2500,,2513,,,,,,,,RAND,2025-05-05
Pressure Pro Inc.,co_8cb3fd97beec,First Lien,,12%,3%,,,,,2028-01-19,3000,,1725,,,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,,2026-01-19,6099,,6191,,,,,,,,RAND,2025-05-05
Non-Control/Non-Affiliate Investments - Net assets,co_14e5779729a7,Other,Financial Services,,,,,,,,,,,11.7%,,,,,,,RAND,2025-05-05
Affiliate Investments – Net assets,co_8332bfa03f20,Other,Financial Services,,,,,,,,,,,80.4%,,,,,,,RAND,2025-05-05
Control Investments - 3.1%% of net assets,co_6c4df61b1a43,Other,Financial Services,,,,,,,,,,,3.1%,,,,,,,RAND,2025-05-05
LIABILITIES IN EXCESS OF LIABILITIES - 4.8%,co_253a46aeb94a,Other,,,,,,,,,,,,4.8%,,,,,,,RAND,2025-05-05
Investments NET ASSETS - 100%,co_ddb04c5af604,Other,Financial Services,,,,,,,,,,,1%,,,,,,,RAND,2025-05-05
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,,,,,1208,,,,,,,,RAND,2025-05-05
FCM Industries Holdco LLC,co_2709ecc477d5,Other,Financial Services,,,,,,,,,,3392,,,,,,,,RAND,2025-05-05
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,,,,,1300,,,,,,75.3,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,Common Equity,,,,,,,,,,,375,,,,,,6375,,RAND,2025-05-05
Mobile RN Holdings LLC,co_5e3b18176e3c,Other,,,,,,,,,,,2888,,,,,,,,RAND,2025-05-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,,,,,8211,,,,,,,,RAND,2025-05-05
