company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Barings BDC Inc.,co_8d8ce61bc622,Other Equity,,,,,,,2020-08-13,,,333,389,0.6%,333,,,,40000,,RAND,2024-08-06
Caitec Inc.,co_e7ed3d437c5a,Subordinated Debt,,12%,2%,,,,2020-11-06,2026-06-01,1750,2084,2084,6.2%,2084,,,,,,RAND,2024-08-06
Caitec Inc.,co_e7ed3d437c5a,Preferred Equity,,,,,,,2023-12-28,,,36,36,,36,,,,36261,,RAND,2024-08-06
Caitec,co_e7ed3d437c5a,Other Equity,,,,,,,2020-11-06,,,150,,,150,,,,150,,RAND,2024-08-06
Caitec Inc.,co_e7ed3d437c5a,Other,,,,,,,,,,4540,4240,,4540,,,,,,RAND,2024-08-06
FS KKR Capital Corp.,co_4ee1e711995c,Other Equity,,,,,,,2020-03-16,,,755,947,1.4%,755,,,,48000,,RAND,2024-08-06
GoNoodle Inc.,co_aacea6e2fb71,First Lien,,12%,1%,,,,2019-11-01,2025-09-30,1500,1433,1433,2.1%,1433,,,,,,RAND,2024-08-06
GoNoodle Inc.,co_aacea6e2fb71,Preferred Equity,,,,,,,2015-03-01,,,0,0,,0,,,,,,RAND,2024-08-06
GoNoodle Inc.,co_aacea6e2fb71,Preferred Equity,,,,,,,2019-11-01,,,0,0,,0,,,,,,RAND,2024-08-06
GoNoodle Inc.,co_aacea6e2fb71,Other,,,,,,,,,,1433,1433,,1433,,,,,,RAND,2024-08-06
HDI Acquisition LLC.,co_b738dab3265a,First Lien,,12%,2%,,,,2019-11-08,2025-06-30,1245,1061,1061,1.5%,1061,,,,,,RAND,2024-08-06
Lumious,co_5d3a4b57918d,First Lien,,14%,,,,,2018-11-16,2025-12-01,850,790,790,1.2%,790,,,,,,RAND,2024-08-06
Mattison Avenue Holdings LLC,co_403b194e8128,First Lien,,9%,5%,,,,2024-03-28,2024-07-01,5500,5573,5573,8.1%,5573,,,,,,RAND,2024-08-06
Mountain Regional Equipment Solutions,co_5d719a698d0a,First Lien,Industrials,14%,,,,,2024-01-16,2029-01-16,3000,2946,2946,4.7%,2946,,,,,,RAND,2024-08-06
Mountain Regional Equipment Solutions,co_5d719a698d0a,Common Equity,Industrials,,,,,,2024-01-16,,,205,205,,205,,,,37991,,RAND,2024-08-06
Mountain Regional Equipment Solutions,co_5d719a698d0a,Other,Industrials,,,,,,2024-01-16,,,60,60,,60,,,,,,RAND,2024-08-06
Mountain Regional Equipment Solutions,co_5d719a698d0a,Other,Industrials,,,,,,,,,3211,3211,,3211,,,,,,RAND,2024-08-06
Nailbiter Inc.,co_a148aff96f2a,Subordinated Debt,,9%,,,,,2021-11-22,2024-11-23,,2250,2250,3.3%,2250,,,,,,RAND,2024-08-06
Nailbiter Inc.,co_a148aff96f2a,Other,,,,,,,,,,2250,2250,,2250,,,,,,RAND,2024-08-06
OnCore Golf Technology Inc.,co_9a694a686c60,Preferred Equity,Healthcare,,,,,,2018-11-30,,,753,100,0.1%,753,,,,300483,,RAND,2024-08-06
Open Exchange Inc.,co_c386136e3cd0,Preferred Equity,,,,,,,2013-11-13,,,1194,700,1%,1194,,,,397899,,RAND,2024-08-06
Open Exchange Inc.,co_c386136e3cd0,Other Equity,,,,,,,2019-10-22,,,208,,,208,,,,397899,,RAND,2024-08-06
Open Exchange,co_c386136e3cd0,Other,,,,,,,,,,1402,700,,1402,,,,,,RAND,2024-08-06
PostProcess Technologies Inc.,co_2f0e92e0421b,Preferred Equity,,,,,,,2019-11-01,,,349,,0%,349,,,,360002,,RAND,2024-08-06
Applied Image Inc.,co_626ef61915c4,First Lien,,10%,2%,,,,2021-12-31,2029-02-01,,1750,1750,2.5%,1750,,,,,,RAND,2024-08-06
Applied Image Inc.,co_626ef61915c4,Other,,,,,,,,,,1750,1750,,1750,,,,,,RAND,2024-08-06
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,,,,,,2022-11-22,,,6360,6360,10.9%,6360,,,,,,RAND,2024-08-06
BMP Food Service Supply Holdco,co_081ee2425789,Preferred Equity,Food & Beverage,,,,,,2022-11-22,,,498,1108,,498,,,,,,RAND,2024-08-06
BMP Food Service Supply,co_1ef41bef6ee5,Other,Food & Beverage,,,,,,,,,6858,7468,,6858,,,,,,RAND,2024-08-06
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,2021-03-04,2026-09-04,,1700,1700,3.2%,1700,,,,,,RAND,2024-08-06
BMP Swanson Holdco,co_6d3b5b8e0715,Preferred Equity,,,,,,,2021-03-04,,,233,500,,233,,,,,,RAND,2024-08-06
BMP Swanson,co_43fcc61d9015,Other,,,,,,,,,,1933,2200,,1933,,,,,,RAND,2024-08-06
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,2004-01-30,,,15,1708,2.5%,15,,,,,cost_suspicious_vs_size,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,2023-07-31,2028-07-31,,3380,3380,5.6%,3380,,,,,,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,,10%,,,,2023-07-31,2033-07-31,,461,461,,461,,,,,,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,Other,,,,,,,,,,3841,3841,,3841,,,,,,RAND,2024-08-06
Filterworks Acquisition USA LLC,co_c28bd0ae2682,First Lien,,12%,2%,,,,2019-11-18,2024-08-30,,2983,2983,4.6%,2983,,,,,,RAND,2024-08-06
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-06-03,,,626,164,,626,,,,626.2,,RAND,2024-08-06
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-09-30,,,139,36,,139,,,,417.7,,RAND,2024-08-06
Filterworks Acquisition USA LLC,co_c28bd0ae2682,Other,,,,,,,,,,3749,3183,,3749,,,,,,RAND,2024-08-06
Highland All About People Holdings Inc.,co_6fa73910faa9,First Lien,,12%,4%,,,,2023-08-07,2028-08-07,3000,3111,3111,6%,3111,,,,,,RAND,2024-08-06
Highland All About People Holdings Inc.,co_6fa73910faa9,Other Equity,,,,,,,2023-08-07,,,1000,1000,,1000,,,,1000000,,RAND,2024-08-06
Highland All About People Holdings Inc.,co_6fa73910faa9,Other,,,,,,,,,,4111,4111,,4111,,,,,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,2%,,,,2023-04-04,2028-04-04,,3363,3363,6.4%,3363,,,,,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,2023-04-04,,,1012,1012,,1012,,,,75.3,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,Other,Software & Technology,,,,,,,,,4375,4375,,4375,,,,,,RAND,2024-08-06
Mezmeriz Inc.,co_8563e713093d,Preferred Equity,,,,,,,2015-05-14,,,743,,0%,743,,,,1554565,,RAND,2024-08-06
Pressure Pro Inc.,co_8cb3fd97beec,First Lien,,12%,3%,,,,2023-01-19,2028-01-19,,1674,1674,3.2%,1674,,,,,,RAND,2024-08-06
Pressure Pro,co_8cb3fd97beec,Other Equity,,,,,,,2023-01-19,,,30,500,,30,,,,,,RAND,2024-08-06
Pressure Pro Inc.,co_8cb3fd97beec,Other,,,,,,,,,,1704,2174,,1704,,,,,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2013-07-12,,,1500,4182,15.7%,1500,,,,187500,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2014-04-04,,,505,1407,,505,,,,274299,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2015-08-31,,,250,697,,250,,,,117371,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2016-04-07,,,175,488,,175,,,,113636,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2016-04-07,,,399,1113,,399,,,,369698,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2017-05-09,,,250,697,,250,,,,147059,,RAND,2024-08-06
SciAps,co_5946973dd3f7,Warrants,,,,,,,2017-05-09,,,45,125,,45,,,,,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Subordinated Debt,,12%,,,,,2021-08-20,2024-08-20,,2090,2090,,2090,,,,,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Other,,,,,,,,,,5214,10800,,5214,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-11-22,2026-01-19,,6121,6121,11.5%,6121,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,2021-01-19,,,25,25,,25,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-01-19,2026-01-19,,1493,1493,,1493,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other Equity,,,,,,,2022-10-24,,,194,194,,194,,,,5.82,,RAND,2024-08-06
Seybert’s,co_356de4049a63,Other,,,,,,,,,,7858,7858,,7858,,,,,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2015-01-20,,,600,5405,18%,600,,,,,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2016-09-28,,,200,963,,200,,,,21391,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2017-09-29,,,800,3161,,800,,,,70176,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2019-03-15,,,500,693,,500,,,,15385,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2020-06-15,,,750,1039,,750,,,,23077,,RAND,2024-08-06
Tilson Technology Management,co_04ab71fb578c,Other Equity,Software & Technology,,,,,,2023-02-16,,,250,250,,250,,,,250,,RAND,2024-08-06
Tilson Technology Management Inc.,co_04ab71fb578c,Other,Software & Technology,,,,,,,,,3100,12311,,3100,,,,,,RAND,2024-08-06
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,2021-06-22,2026-06-21,2298,2901,2901,6.7%,2901,,,,,,RAND,2024-08-06
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,2021-06-22,2026-06-21,,1697,1697,,1697,,,,,,RAND,2024-08-06
ITA Acquisition LLC,co_0a929a15303f,Common Equity,,,,,,,2021-06-22,,,1124,,,1124,,,,,,RAND,2024-08-06
ITA Acquisition LLC,co_0a929a15303f,Other,,,,,,,,,,5722,4598,,5722,,,,,,RAND,2024-08-06
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,,2026-06-21,1500,,1697,,,,,,,,RAND,2024-08-06
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,,3%,,,,,2027-11-22,,,6360,,,,,,,,RAND,2024-08-06
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,,2026-09-04,,,1700,,,,,,,,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,,2028-07-31,3380,,3380,,,,,,,,RAND,2024-08-06
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,12%,2%,,,,,,,,36,,,,,,417.7,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,2%,,,,,2028-04-04,3288,,3363,,,,,,,,RAND,2024-08-06
Pressure Pro Inc.,co_8cb3fd97beec,First Lien,,12%,3%,,,,,2028-01-19,3000,,1674,,,,,,,,RAND,2024-08-06
SciAps Inc.,co_5946973dd3f7,Subordinated Debt,,12%,,,,,,,2090,,2090,,,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,,2026-01-19,6099,,6121,,,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,,2026-01-19,1435,,1493,,,,,,,,RAND,2024-08-06
Non-Control/Non-Affiliate Investments - Net assets,co_14e5779729a7,Other,Financial Services,,,,,,,,,,,30.2%,,,,,,,RAND,2024-08-06
Affiliate Investments – Net assets,co_8332bfa03f20,Other,Financial Services,,,,,,,,,,,90.1%,,,,,,,RAND,2024-08-06
Control Investments - 6.7% of net assets,co_6c4df61b1a43,Other,Financial Services,,,,,,,,,,,6.7%,,,,,,,RAND,2024-08-06
LIABILITIES IN EXCESS OF OTHER ASSETS,co_bbd3cffede65,Other,,,,,,,,,,,,-27%,,,,,,,RAND,2024-08-06
Investments NET ASSETS - 100%,co_ddb04c5af604,Other,Financial Services,,,,,,,,,,,1%,,,,,,,RAND,2024-08-06
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,,,,,1708,,,,,,,,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,,,,,,,,,,461,,,,,,,,RAND,2024-08-06
FCM Industries Holdco LLC,co_2709ecc477d5,Other,,,,,,,,,,,3841,,,,,,,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,,,,,1012,,,,,,75.3,,RAND,2024-08-06
Inter-National Electronic Alloys LLC,co_710303987285,Other,Software & Technology,,,,,,,,,,4375,,,,,,,,RAND,2024-08-06
Knoa Software Inc.,co_62305eb71d79,Preferred Equity,Software & Technology,,,,,,,,,,1229,,,,,,1876922,,RAND,2024-08-06
Knoa Software Inc.,co_62305eb71d79,Other,Software & Technology,,,,,,,,,,1229,,,,,,,,RAND,2024-08-06
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,,,,,7858,,,,,,,,RAND,2024-08-06
